Name,Dataset,Sequence length,Method,Metric_name,Metric
3id5_d.csv,RNA3DB,34,rnajp,LCS-TA-COVERAGE-10,5.882
3id5_d.csv,RNA3DB,34,alphafold3c,LCS-TA-RESIDUES-10,4.0
3id5_d.csv,RNA3DB,34,rhofold,LCS-TA-RESIDUES-10,
3id5_d.csv,RNA3DB,34,alphafold3,LCS-TA-RESIDUES-10,3.0
3id5_d.csv,RNA3DB,34,rnacomposer,LCS-TA-RESIDUES-10,3.0
3id5_d.csv,RNA3DB,34,rnajp,LCS-TA-RESIDUES-10,2.0
8ad1_R.csv,RNA3DB,10,rhofold,RMSD,2.97
8ad1_R.csv,RNA3DB,10,rnacomposer,RMSD,6.721
8ad1_R.csv,RNA3DB,10,rnajp,RMSD,7.171
8ad1_R.csv,RNA3DB,10,alphafold3,RMSD,8.665
8ad1_R.csv,RNA3DB,10,rhofold,P-VALUE,0.3322364994512499
8ad1_R.csv,RNA3DB,10,rnacomposer,P-VALUE,0.9505727846373012
8ad1_R.csv,RNA3DB,10,rnajp,P-VALUE,0.9713032174963514
8ad1_R.csv,RNA3DB,10,alphafold3,P-VALUE,0.9968368468313512
8ad1_R.csv,RNA3DB,10,rhofold,INF-ALL,0.516
8ad1_R.csv,RNA3DB,10,rnacomposer,INF-ALL,0.333
8ad1_R.csv,RNA3DB,10,rnajp,INF-ALL,0.516
8ad1_R.csv,RNA3DB,10,alphafold3,INF-ALL,0.612
8ad1_R.csv,RNA3DB,10,rhofold,INF-WC,
8ad1_R.csv,RNA3DB,10,rnacomposer,INF-WC,
8ad1_R.csv,RNA3DB,10,rnajp,INF-WC,
8ad1_R.csv,RNA3DB,10,alphafold3,INF-WC,
8ad1_R.csv,RNA3DB,10,rhofold,INF-NWC,
8ad1_R.csv,RNA3DB,10,rnacomposer,INF-NWC,
8ad1_R.csv,RNA3DB,10,rnajp,INF-NWC,
8ad1_R.csv,RNA3DB,10,alphafold3,INF-NWC,
8ad1_R.csv,RNA3DB,10,rhofold,INF-STACK,0.516
8ad1_R.csv,RNA3DB,10,rnacomposer,INF-STACK,0.333
8ad1_R.csv,RNA3DB,10,rnajp,INF-STACK,0.577
8ad1_R.csv,RNA3DB,10,alphafold3,INF-STACK,0.707
8ad1_R.csv,RNA3DB,10,rhofold,DI,5.751
8ad1_R.csv,RNA3DB,10,rnacomposer,DI,20.164
8ad1_R.csv,RNA3DB,10,rnajp,DI,13.887
8ad1_R.csv,RNA3DB,10,alphafold3,DI,14.15
8ad1_R.csv,RNA3DB,10,rhofold,MCQ,80.31
8ad1_R.csv,RNA3DB,10,rnacomposer,MCQ,51.69
8ad1_R.csv,RNA3DB,10,rnajp,MCQ,29.14
8ad1_R.csv,RNA3DB,10,alphafold3,MCQ,32.72
8ad1_R.csv,RNA3DB,10,rhofold,TM-score,0.19
8ad1_R.csv,RNA3DB,10,rnacomposer,TM-score,0.11
8ad1_R.csv,RNA3DB,10,rnajp,TM-score,0.193
8ad1_R.csv,RNA3DB,10,alphafold3,TM-score,0.307
8ad1_R.csv,RNA3DB,10,rhofold,CAD,
8ad1_R.csv,RNA3DB,10,rnacomposer,CAD,
8ad1_R.csv,RNA3DB,10,rnajp,CAD,
8ad1_R.csv,RNA3DB,10,alphafold3,CAD,
8ad1_R.csv,RNA3DB,10,rhofold,BARNABA-RMSD,0.329
8ad1_R.csv,RNA3DB,10,rnacomposer,BARNABA-RMSD,0.668
8ad1_R.csv,RNA3DB,10,rnajp,BARNABA-RMSD,0.676
8ad1_R.csv,RNA3DB,10,alphafold3,BARNABA-RMSD,0.855
8ad1_R.csv,RNA3DB,10,rhofold,BARNABA-eRMSD,0.798
8ad1_R.csv,RNA3DB,10,rnacomposer,BARNABA-eRMSD,1.431
8ad1_R.csv,RNA3DB,10,rnajp,BARNABA-eRMSD,1.099
8ad1_R.csv,RNA3DB,10,alphafold3,BARNABA-eRMSD,1.287
8ad1_R.csv,RNA3DB,10,rhofold,BARNABA-eSCORE,0.249
8ad1_R.csv,RNA3DB,10,rnacomposer,BARNABA-eSCORE,0.0
8ad1_R.csv,RNA3DB,10,rnajp,BARNABA-eSCORE,0.143
8ad1_R.csv,RNA3DB,10,alphafold3,BARNABA-eSCORE,0.09
8ad1_R.csv,RNA3DB,10,rhofold,CLASH,0.0
8ad1_R.csv,RNA3DB,10,rnacomposer,CLASH,0.0
8ad1_R.csv,RNA3DB,10,rnajp,CLASH,0.0
8ad1_R.csv,RNA3DB,10,alphafold3,CLASH,0.0
8ad1_R.csv,RNA3DB,10,rhofold,GDT-TS,0.0
8ad1_R.csv,RNA3DB,10,rnacomposer,GDT-TS,0.0
8ad1_R.csv,RNA3DB,10,rnajp,GDT-TS,0.0
8ad1_R.csv,RNA3DB,10,alphafold3,GDT-TS,0.0
8ad1_R.csv,RNA3DB,10,rhofold,GDT-TS@1,0.0
8ad1_R.csv,RNA3DB,10,rnacomposer,GDT-TS@1,0.0
8ad1_R.csv,RNA3DB,10,rnajp,GDT-TS@1,0.0
8ad1_R.csv,RNA3DB,10,alphafold3,GDT-TS@1,0.0
8ad1_R.csv,RNA3DB,10,rhofold,GDT-TS@2,0.0
8ad1_R.csv,RNA3DB,10,rnacomposer,GDT-TS@2,0.0
8ad1_R.csv,RNA3DB,10,rnajp,GDT-TS@2,0.0
8ad1_R.csv,RNA3DB,10,alphafold3,GDT-TS@2,0.0
8ad1_R.csv,RNA3DB,10,rhofold,GDT-TS@4,0.0
8ad1_R.csv,RNA3DB,10,rnacomposer,GDT-TS@4,0.0
8ad1_R.csv,RNA3DB,10,rnajp,GDT-TS@4,0.0
8ad1_R.csv,RNA3DB,10,alphafold3,GDT-TS@4,0.0
8ad1_R.csv,RNA3DB,10,rhofold,GDT-TS@8,0.0
8ad1_R.csv,RNA3DB,10,rnacomposer,GDT-TS@8,0.0
8ad1_R.csv,RNA3DB,10,rnajp,GDT-TS@8,0.0
8ad1_R.csv,RNA3DB,10,alphafold3,GDT-TS@8,0.0
8ad1_R.csv,RNA3DB,10,rhofold,lDDT,0.589
8ad1_R.csv,RNA3DB,10,rnacomposer,lDDT,0.438
8ad1_R.csv,RNA3DB,10,rnajp,lDDT,0.0
8ad1_R.csv,RNA3DB,10,alphafold3,lDDT,0.744
8ad1_R.csv,RNA3DB,10,rhofold,LCS-TA-COVERAGE-10,10.0
8ad1_R.csv,RNA3DB,10,rnacomposer,LCS-TA-COVERAGE-10,10.0
8ad1_R.csv,RNA3DB,10,rnajp,LCS-TA-COVERAGE-10,10.0
8ad1_R.csv,RNA3DB,10,alphafold3,LCS-TA-COVERAGE-10,20.0
8ad1_R.csv,RNA3DB,10,rhofold,LCS-TA-RESIDUES-10,1.0
8ad1_R.csv,RNA3DB,10,rnacomposer,LCS-TA-RESIDUES-10,1.0
8ad1_R.csv,RNA3DB,10,rnajp,LCS-TA-RESIDUES-10,1.0
8ad1_R.csv,RNA3DB,10,alphafold3,LCS-TA-RESIDUES-10,2.0
7r6k_1.csv,RNA3DB,152,alphafold3,RMSD,31.809
7r6k_1.csv,RNA3DB,152,rhofold,RMSD,35.95
7r6k_1.csv,RNA3DB,152,rnajp,RMSD,36.013
7r6k_1.csv,RNA3DB,152,rnacomposer,RMSD,50.209
7r6k_1.csv,RNA3DB,152,alphafold3,P-VALUE,0.0007781404381086
7r6k_1.csv,RNA3DB,152,rhofold,P-VALUE,0.1940784397721875
7r6k_1.csv,RNA3DB,152,rnajp,P-VALUE,0.2037944579284305
7r6k_1.csv,RNA3DB,152,rnacomposer,P-VALUE,0.9999999999991588
7r6k_1.csv,RNA3DB,152,alphafold3,INF-ALL,0.398
7r6k_1.csv,RNA3DB,152,rhofold,INF-ALL,0.378
7r6k_1.csv,RNA3DB,152,rnajp,INF-ALL,0.401
7r6k_1.csv,RNA3DB,152,rnacomposer,INF-ALL,0.387
7r6k_1.csv,RNA3DB,152,alphafold3,INF-WC,0.046
7r6k_1.csv,RNA3DB,152,rhofold,INF-WC,0.302
7r6k_1.csv,RNA3DB,152,rnajp,INF-WC,0.151
7r6k_1.csv,RNA3DB,152,rnacomposer,INF-WC,0.094
7r6k_1.csv,RNA3DB,152,alphafold3,INF-NWC,0.0
7r6k_1.csv,RNA3DB,152,rhofold,INF-NWC,0.0
7r6k_1.csv,RNA3DB,152,rnajp,INF-NWC,0.0
7r6k_1.csv,RNA3DB,152,rnacomposer,INF-NWC,0.0
7r6k_1.csv,RNA3DB,152,alphafold3,INF-STACK,0.561
7r6k_1.csv,RNA3DB,152,rhofold,INF-STACK,0.473
7r6k_1.csv,RNA3DB,152,rnajp,INF-STACK,0.519
7r6k_1.csv,RNA3DB,152,rnacomposer,INF-STACK,0.548
7r6k_1.csv,RNA3DB,152,alphafold3,DI,79.835
7r6k_1.csv,RNA3DB,152,rhofold,DI,95.096
7r6k_1.csv,RNA3DB,152,rnajp,DI,89.73
7r6k_1.csv,RNA3DB,152,rnacomposer,DI,129.732
7r6k_1.csv,RNA3DB,152,alphafold3,MCQ,25.93
7r6k_1.csv,RNA3DB,152,rhofold,MCQ,64.3
7r6k_1.csv,RNA3DB,152,rnajp,MCQ,31.53
7r6k_1.csv,RNA3DB,152,rnacomposer,MCQ,30.97
7r6k_1.csv,RNA3DB,152,alphafold3,TM-score,0.168
7r6k_1.csv,RNA3DB,152,rhofold,TM-score,0.112
7r6k_1.csv,RNA3DB,152,rnajp,TM-score,0.137
7r6k_1.csv,RNA3DB,152,rnacomposer,TM-score,0.16
7r6k_1.csv,RNA3DB,152,alphafold3,CAD,
7r6k_1.csv,RNA3DB,152,rhofold,CAD,
7r6k_1.csv,RNA3DB,152,rnajp,CAD,
7r6k_1.csv,RNA3DB,152,rnacomposer,CAD,
7r6k_1.csv,RNA3DB,152,alphafold3,BARNABA-RMSD,3.259
7r6k_1.csv,RNA3DB,152,rhofold,BARNABA-RMSD,3.643
7r6k_1.csv,RNA3DB,152,rnajp,BARNABA-RMSD,3.657
7r6k_1.csv,RNA3DB,152,rnacomposer,BARNABA-RMSD,5.059
7r6k_1.csv,RNA3DB,152,alphafold3,BARNABA-eRMSD,2.271
7r6k_1.csv,RNA3DB,152,rhofold,BARNABA-eRMSD,1.997
7r6k_1.csv,RNA3DB,152,rnajp,BARNABA-eRMSD,2.11
7r6k_1.csv,RNA3DB,152,rnacomposer,BARNABA-eRMSD,2.101
7r6k_1.csv,RNA3DB,152,alphafold3,BARNABA-eSCORE,3.558
7r6k_1.csv,RNA3DB,152,rhofold,BARNABA-eSCORE,1.169
7r6k_1.csv,RNA3DB,152,rnajp,BARNABA-eSCORE,3.131
7r6k_1.csv,RNA3DB,152,rnacomposer,BARNABA-eSCORE,2.58
7r6k_1.csv,RNA3DB,152,alphafold3,CLASH,0.0
7r6k_1.csv,RNA3DB,152,rhofold,CLASH,0.0
7r6k_1.csv,RNA3DB,152,rnajp,CLASH,0.0
7r6k_1.csv,RNA3DB,152,rnacomposer,CLASH,0.0
7r6k_1.csv,RNA3DB,152,alphafold3,GDT-TS,0.076
7r6k_1.csv,RNA3DB,152,rhofold,GDT-TS,0.079
7r6k_1.csv,RNA3DB,152,rnajp,GDT-TS,0.095
7r6k_1.csv,RNA3DB,152,rnacomposer,GDT-TS,0.072
7r6k_1.csv,RNA3DB,152,alphafold3,GDT-TS@1,0.059
7r6k_1.csv,RNA3DB,152,rhofold,GDT-TS@1,0.04
7r6k_1.csv,RNA3DB,152,rnajp,GDT-TS@1,0.046
7r6k_1.csv,RNA3DB,152,rnacomposer,GDT-TS@1,0.04
7r6k_1.csv,RNA3DB,152,alphafold3,GDT-TS@2,0.072
7r6k_1.csv,RNA3DB,152,rhofold,GDT-TS@2,0.066
7r6k_1.csv,RNA3DB,152,rnajp,GDT-TS@2,0.079
7r6k_1.csv,RNA3DB,152,rnacomposer,GDT-TS@2,0.053
7r6k_1.csv,RNA3DB,152,alphafold3,GDT-TS@4,0.072
7r6k_1.csv,RNA3DB,152,rhofold,GDT-TS@4,0.086
7r6k_1.csv,RNA3DB,152,rnajp,GDT-TS@4,0.118
7r6k_1.csv,RNA3DB,152,rnacomposer,GDT-TS@4,0.079
7r6k_1.csv,RNA3DB,152,alphafold3,GDT-TS@8,0.099
7r6k_1.csv,RNA3DB,152,rhofold,GDT-TS@8,0.125
7r6k_1.csv,RNA3DB,152,rnajp,GDT-TS@8,0.138
7r6k_1.csv,RNA3DB,152,rnacomposer,GDT-TS@8,0.118
7r6k_1.csv,RNA3DB,152,alphafold3,lDDT,0.316
7r6k_1.csv,RNA3DB,152,rhofold,lDDT,0.345
7r6k_1.csv,RNA3DB,152,rnajp,lDDT,0.029
7r6k_1.csv,RNA3DB,152,rnacomposer,lDDT,0.336
7r6k_1.csv,RNA3DB,152,alphafold3,LCS-TA-COVERAGE-10,2.667
7r6k_1.csv,RNA3DB,152,rhofold,LCS-TA-COVERAGE-10,0.667
7r6k_1.csv,RNA3DB,152,rnajp,LCS-TA-COVERAGE-10,1.333
7r6k_1.csv,RNA3DB,152,rnacomposer,LCS-TA-COVERAGE-10,2.0
7r6k_1.csv,RNA3DB,152,alphafold3,LCS-TA-RESIDUES-10,4.0
7r6k_1.csv,RNA3DB,152,rhofold,LCS-TA-RESIDUES-10,1.0
7r6k_1.csv,RNA3DB,152,rnajp,LCS-TA-RESIDUES-10,2.0
7r6k_1.csv,RNA3DB,152,rnacomposer,LCS-TA-RESIDUES-10,3.0
7tqv_g.csv,RNA3DB,33,alphafold3c,RMSD,4.914
7tqv_g.csv,RNA3DB,33,rnajp,RMSD,28.821
7tqv_g.csv,RNA3DB,33,rnacomposer,RMSD,29.974
7tqv_g.csv,RNA3DB,33,rhofold,RMSD,30.261
7tqv_g.csv,RNA3DB,33,alphafold3,RMSD,31.021
7tqv_g.csv,RNA3DB,33,alphafold3c,P-VALUE,1.4843179785284377e-07
7tqv_g.csv,RNA3DB,33,rnajp,P-VALUE,0.9999999999999998
7tqv_g.csv,RNA3DB,33,rnacomposer,P-VALUE,1.0
7tqv_g.csv,RNA3DB,33,rhofold,P-VALUE,1.0
7tqv_g.csv,RNA3DB,33,alphafold3,P-VALUE,1.0
7tqv_g.csv,RNA3DB,33,alphafold3c,INF-ALL,0.881
7tqv_g.csv,RNA3DB,33,rnajp,INF-ALL,0.573
7tqv_g.csv,RNA3DB,33,rnacomposer,INF-ALL,0.572
7tqv_g.csv,RNA3DB,33,rhofold,INF-ALL,0.58
7tqv_g.csv,RNA3DB,33,alphafold3,INF-ALL,0.643
7tqv_g.csv,RNA3DB,33,alphafold3c,INF-WC,
7tqv_g.csv,RNA3DB,33,rnajp,INF-WC,
7tqv_g.csv,RNA3DB,33,rnacomposer,INF-WC,
7tqv_g.csv,RNA3DB,33,rhofold,INF-WC,
7tqv_g.csv,RNA3DB,33,alphafold3,INF-WC,
7tqv_g.csv,RNA3DB,33,alphafold3c,INF-NWC,
7tqv_g.csv,RNA3DB,33,rnajp,INF-NWC,
7tqv_g.csv,RNA3DB,33,rnacomposer,INF-NWC,
7tqv_g.csv,RNA3DB,33,rhofold,INF-NWC,
7tqv_g.csv,RNA3DB,33,alphafold3,INF-NWC,
7tqv_g.csv,RNA3DB,33,alphafold3c,INF-STACK,0.881
7tqv_g.csv,RNA3DB,33,rnajp,INF-STACK,0.692
7tqv_g.csv,RNA3DB,33,rnacomposer,INF-STACK,0.711
7tqv_g.csv,RNA3DB,33,rhofold,INF-STACK,0.765
7tqv_g.csv,RNA3DB,33,alphafold3,INF-STACK,0.763
7tqv_g.csv,RNA3DB,33,alphafold3c,DI,5.58
7tqv_g.csv,RNA3DB,33,rnajp,DI,50.328
7tqv_g.csv,RNA3DB,33,rnacomposer,DI,52.422
7tqv_g.csv,RNA3DB,33,rhofold,DI,52.14
7tqv_g.csv,RNA3DB,33,alphafold3,DI,48.231
7tqv_g.csv,RNA3DB,33,alphafold3c,MCQ,12.27
7tqv_g.csv,RNA3DB,33,rnajp,MCQ,21.81
7tqv_g.csv,RNA3DB,33,rnacomposer,MCQ,21.34
7tqv_g.csv,RNA3DB,33,rhofold,MCQ,53.25
7tqv_g.csv,RNA3DB,33,alphafold3,MCQ,19.19
7tqv_g.csv,RNA3DB,33,alphafold3c,TM-score,0.25
7tqv_g.csv,RNA3DB,33,rnajp,TM-score,0.206
7tqv_g.csv,RNA3DB,33,rnacomposer,TM-score,0.226
7tqv_g.csv,RNA3DB,33,rhofold,TM-score,0.137
7tqv_g.csv,RNA3DB,33,alphafold3,TM-score,0.226
7tqv_g.csv,RNA3DB,33,alphafold3c,CAD,0.882
7tqv_g.csv,RNA3DB,33,rnajp,CAD,
7tqv_g.csv,RNA3DB,33,rnacomposer,CAD,
7tqv_g.csv,RNA3DB,33,rhofold,CAD,
7tqv_g.csv,RNA3DB,33,alphafold3,CAD,
7tqv_g.csv,RNA3DB,33,alphafold3c,BARNABA-RMSD,0.516
7tqv_g.csv,RNA3DB,33,rnajp,BARNABA-RMSD,2.909
7tqv_g.csv,RNA3DB,33,rnacomposer,BARNABA-RMSD,2.949
7tqv_g.csv,RNA3DB,33,rhofold,BARNABA-RMSD,3.026
7tqv_g.csv,RNA3DB,33,alphafold3,BARNABA-RMSD,3.09
7tqv_g.csv,RNA3DB,33,alphafold3c,BARNABA-eRMSD,0.486
7tqv_g.csv,RNA3DB,33,rnajp,BARNABA-eRMSD,1.63
7tqv_g.csv,RNA3DB,33,rnacomposer,BARNABA-eRMSD,1.604
7tqv_g.csv,RNA3DB,33,rhofold,BARNABA-eRMSD,1.586
7tqv_g.csv,RNA3DB,33,alphafold3,BARNABA-eRMSD,1.7
7tqv_g.csv,RNA3DB,33,alphafold3c,BARNABA-eSCORE,3.113
7tqv_g.csv,RNA3DB,33,rnajp,BARNABA-eSCORE,0.89
7tqv_g.csv,RNA3DB,33,rnacomposer,BARNABA-eSCORE,0.583
7tqv_g.csv,RNA3DB,33,rhofold,BARNABA-eSCORE,0.479
7tqv_g.csv,RNA3DB,33,alphafold3,BARNABA-eSCORE,1.178
7tqv_g.csv,RNA3DB,33,alphafold3c,CLASH,0.0
7tqv_g.csv,RNA3DB,33,rnajp,CLASH,0.0
7tqv_g.csv,RNA3DB,33,rnacomposer,CLASH,0.0
7tqv_g.csv,RNA3DB,33,rhofold,CLASH,0.0
7tqv_g.csv,RNA3DB,33,alphafold3,CLASH,0.0
7tqv_g.csv,RNA3DB,33,alphafold3c,GDT-TS,0.621
7tqv_g.csv,RNA3DB,33,rnajp,GDT-TS,0.303
7tqv_g.csv,RNA3DB,33,rnacomposer,GDT-TS,0.341
7tqv_g.csv,RNA3DB,33,rhofold,GDT-TS,0.288
7tqv_g.csv,RNA3DB,33,alphafold3,GDT-TS,0.386
7tqv_g.csv,RNA3DB,33,alphafold3c,GDT-TS@1,0.333
7tqv_g.csv,RNA3DB,33,rnajp,GDT-TS@1,0.151
7tqv_g.csv,RNA3DB,33,rnacomposer,GDT-TS@1,0.212
7tqv_g.csv,RNA3DB,33,rhofold,GDT-TS@1,0.151
7tqv_g.csv,RNA3DB,33,alphafold3,GDT-TS@1,0.212
7tqv_g.csv,RNA3DB,33,alphafold3c,GDT-TS@2,0.515
7tqv_g.csv,RNA3DB,33,rnajp,GDT-TS@2,0.242
7tqv_g.csv,RNA3DB,33,rnacomposer,GDT-TS@2,0.273
7tqv_g.csv,RNA3DB,33,rhofold,GDT-TS@2,0.212
7tqv_g.csv,RNA3DB,33,alphafold3,GDT-TS@2,0.394
7tqv_g.csv,RNA3DB,33,alphafold3c,GDT-TS@4,0.697
7tqv_g.csv,RNA3DB,33,rnajp,GDT-TS@4,0.333
7tqv_g.csv,RNA3DB,33,rnacomposer,GDT-TS@4,0.364
7tqv_g.csv,RNA3DB,33,rhofold,GDT-TS@4,0.364
7tqv_g.csv,RNA3DB,33,alphafold3,GDT-TS@4,0.424
7tqv_g.csv,RNA3DB,33,alphafold3c,GDT-TS@8,0.939
7tqv_g.csv,RNA3DB,33,rnajp,GDT-TS@8,0.485
7tqv_g.csv,RNA3DB,33,rnacomposer,GDT-TS@8,0.515
7tqv_g.csv,RNA3DB,33,rhofold,GDT-TS@8,0.424
7tqv_g.csv,RNA3DB,33,alphafold3,GDT-TS@8,0.515
7tqv_g.csv,RNA3DB,33,alphafold3c,lDDT,0.813
7tqv_g.csv,RNA3DB,33,rnajp,lDDT,0.015
7tqv_g.csv,RNA3DB,33,rnacomposer,lDDT,0.684
7tqv_g.csv,RNA3DB,33,rhofold,lDDT,0.654
7tqv_g.csv,RNA3DB,33,alphafold3,lDDT,0.656
7tqv_g.csv,RNA3DB,33,alphafold3c,LCS-TA-COVERAGE-10,
7tqv_g.csv,RNA3DB,33,rnajp,LCS-TA-COVERAGE-10,18.182
7tqv_g.csv,RNA3DB,33,rnacomposer,LCS-TA-COVERAGE-10,6.061
7tqv_g.csv,RNA3DB,33,rhofold,LCS-TA-COVERAGE-10,3.03
7tqv_g.csv,RNA3DB,33,alphafold3,LCS-TA-COVERAGE-10,39.394
7tqv_g.csv,RNA3DB,33,alphafold3c,LCS-TA-RESIDUES-10,
7tqv_g.csv,RNA3DB,33,rnajp,LCS-TA-RESIDUES-10,6.0
7tqv_g.csv,RNA3DB,33,rnacomposer,LCS-TA-RESIDUES-10,2.0
7tqv_g.csv,RNA3DB,33,rhofold,LCS-TA-RESIDUES-10,1.0
7tqv_g.csv,RNA3DB,33,alphafold3,LCS-TA-RESIDUES-10,13.0
7ozu_P.csv,RNA3DB,10,rhofold,RMSD,1.575
7ozu_P.csv,RNA3DB,10,rnacomposer,RMSD,6.441
7ozu_P.csv,RNA3DB,10,alphafold3,RMSD,8.434
7ozu_P.csv,RNA3DB,10,rnajp,RMSD,8.548
7ozu_P.csv,RNA3DB,10,rhofold,P-VALUE,0.1134444681895827
7ozu_P.csv,RNA3DB,10,rnacomposer,P-VALUE,0.9324709804480316
7ozu_P.csv,RNA3DB,10,alphafold3,P-VALUE,0.9953626232527584
7ozu_P.csv,RNA3DB,10,rnajp,P-VALUE,0.9961525924239382
7ozu_P.csv,RNA3DB,10,rhofold,INF-ALL,0.802
7ozu_P.csv,RNA3DB,10,rnacomposer,INF-ALL,0.338
7ozu_P.csv,RNA3DB,10,alphafold3,INF-ALL,0.598
7ozu_P.csv,RNA3DB,10,rnajp,INF-ALL,0.401
7ozu_P.csv,RNA3DB,10,rhofold,INF-WC,
7ozu_P.csv,RNA3DB,10,rnacomposer,INF-WC,
7ozu_P.csv,RNA3DB,10,alphafold3,INF-WC,
7ozu_P.csv,RNA3DB,10,rnajp,INF-WC,
7ozu_P.csv,RNA3DB,10,rhofold,INF-NWC,
7ozu_P.csv,RNA3DB,10,rnacomposer,INF-NWC,
7ozu_P.csv,RNA3DB,10,alphafold3,INF-NWC,
7ozu_P.csv,RNA3DB,10,rnajp,INF-NWC,
7ozu_P.csv,RNA3DB,10,rhofold,INF-STACK,0.802
7ozu_P.csv,RNA3DB,10,rnacomposer,INF-STACK,0.338
7ozu_P.csv,RNA3DB,10,alphafold3,INF-STACK,0.714
7ozu_P.csv,RNA3DB,10,rnajp,INF-STACK,0.507
7ozu_P.csv,RNA3DB,10,rhofold,DI,1.965
7ozu_P.csv,RNA3DB,10,rnacomposer,DI,19.051
7ozu_P.csv,RNA3DB,10,alphafold3,DI,14.112
7ozu_P.csv,RNA3DB,10,rnajp,DI,21.322
7ozu_P.csv,RNA3DB,10,rhofold,MCQ,48.99
7ozu_P.csv,RNA3DB,10,rnacomposer,MCQ,44.2
7ozu_P.csv,RNA3DB,10,alphafold3,MCQ,19.77
7ozu_P.csv,RNA3DB,10,rnajp,MCQ,22.89
7ozu_P.csv,RNA3DB,10,rhofold,TM-score,0.231
7ozu_P.csv,RNA3DB,10,rnacomposer,TM-score,0.068
7ozu_P.csv,RNA3DB,10,alphafold3,TM-score,0.215
7ozu_P.csv,RNA3DB,10,rnajp,TM-score,0.185
7ozu_P.csv,RNA3DB,10,rhofold,CAD,
7ozu_P.csv,RNA3DB,10,rnacomposer,CAD,
7ozu_P.csv,RNA3DB,10,alphafold3,CAD,
7ozu_P.csv,RNA3DB,10,rnajp,CAD,
7ozu_P.csv,RNA3DB,10,rhofold,BARNABA-RMSD,0.16
7ozu_P.csv,RNA3DB,10,rnacomposer,BARNABA-RMSD,0.627
7ozu_P.csv,RNA3DB,10,alphafold3,BARNABA-RMSD,0.837
7ozu_P.csv,RNA3DB,10,rnajp,BARNABA-RMSD,0.83
7ozu_P.csv,RNA3DB,10,rhofold,BARNABA-eRMSD,0.359
7ozu_P.csv,RNA3DB,10,rnacomposer,BARNABA-eRMSD,1.449
7ozu_P.csv,RNA3DB,10,alphafold3,BARNABA-eRMSD,1.462
7ozu_P.csv,RNA3DB,10,rnajp,BARNABA-eRMSD,1.404
7ozu_P.csv,RNA3DB,10,rhofold,BARNABA-eSCORE,0.062
7ozu_P.csv,RNA3DB,10,rnacomposer,BARNABA-eSCORE,0.092
7ozu_P.csv,RNA3DB,10,alphafold3,BARNABA-eSCORE,0.299
7ozu_P.csv,RNA3DB,10,rnajp,BARNABA-eSCORE,0.372
7ozu_P.csv,RNA3DB,10,rhofold,CLASH,0.0
7ozu_P.csv,RNA3DB,10,rnacomposer,CLASH,0.0
7ozu_P.csv,RNA3DB,10,alphafold3,CLASH,0.0
7ozu_P.csv,RNA3DB,10,rnajp,CLASH,0.0
7ozu_P.csv,RNA3DB,10,rhofold,GDT-TS,0.0
7ozu_P.csv,RNA3DB,10,rnacomposer,GDT-TS,0.0
7ozu_P.csv,RNA3DB,10,alphafold3,GDT-TS,0.0
7ozu_P.csv,RNA3DB,10,rnajp,GDT-TS,0.0
7ozu_P.csv,RNA3DB,10,rhofold,GDT-TS@1,0.0
7ozu_P.csv,RNA3DB,10,rnacomposer,GDT-TS@1,0.0
7ozu_P.csv,RNA3DB,10,alphafold3,GDT-TS@1,0.0
7ozu_P.csv,RNA3DB,10,rnajp,GDT-TS@1,0.0
7ozu_P.csv,RNA3DB,10,rhofold,GDT-TS@2,0.0
7ozu_P.csv,RNA3DB,10,rnacomposer,GDT-TS@2,0.0
7ozu_P.csv,RNA3DB,10,alphafold3,GDT-TS@2,0.0
7ozu_P.csv,RNA3DB,10,rnajp,GDT-TS@2,0.0
7ozu_P.csv,RNA3DB,10,rhofold,GDT-TS@4,0.0
7ozu_P.csv,RNA3DB,10,rnacomposer,GDT-TS@4,0.0
7ozu_P.csv,RNA3DB,10,alphafold3,GDT-TS@4,0.0
7ozu_P.csv,RNA3DB,10,rnajp,GDT-TS@4,0.0
7ozu_P.csv,RNA3DB,10,rhofold,GDT-TS@8,0.0
7ozu_P.csv,RNA3DB,10,rnacomposer,GDT-TS@8,0.0
7ozu_P.csv,RNA3DB,10,alphafold3,GDT-TS@8,0.0
7ozu_P.csv,RNA3DB,10,rnajp,GDT-TS@8,0.0
7ozu_P.csv,RNA3DB,10,rhofold,lDDT,0.806
7ozu_P.csv,RNA3DB,10,rnacomposer,lDDT,0.41
7ozu_P.csv,RNA3DB,10,alphafold3,lDDT,0.671
7ozu_P.csv,RNA3DB,10,rnajp,lDDT,0.0
7ozu_P.csv,RNA3DB,10,rhofold,LCS-TA-COVERAGE-10,10.0
7ozu_P.csv,RNA3DB,10,rnacomposer,LCS-TA-COVERAGE-10,10.0
7ozu_P.csv,RNA3DB,10,alphafold3,LCS-TA-COVERAGE-10,40.0
7ozu_P.csv,RNA3DB,10,rnajp,LCS-TA-COVERAGE-10,10.0
7ozu_P.csv,RNA3DB,10,rhofold,LCS-TA-RESIDUES-10,1.0
7ozu_P.csv,RNA3DB,10,rnacomposer,LCS-TA-RESIDUES-10,1.0
7ozu_P.csv,RNA3DB,10,alphafold3,LCS-TA-RESIDUES-10,4.0
7ozu_P.csv,RNA3DB,10,rnajp,LCS-TA-RESIDUES-10,1.0
